,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
IPR024074,1,1,1,"Argininosuccinate synthetase, catalytic/multimerisation domain body"
IPR019560,2,1,1,Mitochondrial 18kDa protein
IPR021278,1,1,1,ATP synthase subunit K
IPR020981,1,1,1,"Monopolin complex subunit Csm1/Pcs1, C-terminal"
IPR038608,1,1,1,"Csm1/Pcs1, C-terminal domain superfamily"
IPR040349,1,1,1,Monopolin complex subunit Csm1/Pcs1
IPR000058,1,2,2,"Zinc finger, AN1-type"
IPR035896,1,2,2,AN1-like Zinc finger
IPR019417,1,1,1,Domain of unknown function DUF2415
IPR001057,1,0,1,Glutamate/acetylglutamate kinase
IPR005715,1,0,1,Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase
IPR011529,1,0,1,Glutamate 5-kinase
IPR019797,1,0,1,"Glutamate 5-kinase, conserved site"
IPR041739,1,0,1,Glutamate-5-kinase domain
IPR019165,1,0,1,"Peptidase M76, ATP23"
IPR030616,1,1,1,Aurora kinase
IPR007303,1,1,1,TIP41-like protein
IPR018327,1,2,2,Rad4 beta-hairpin domain 2
IPR012725,1,2,1,Chaperone DnaK
IPR007070,1,1,1,GPI ethanolamine phosphate transferase 1
IPR017852,1,1,1,"GPI ethanolamine phosphate transferase 1, C-terminal"
IPR037671,1,1,1,"GPI ethanolamine phosphate transferase 1, N-terminal"
IPR039295,1,1,1,Signaling mucin MSB2
IPR009445,1,0,1,TMEM85/ER membrane protein complex subunit 4
IPR016342,1,2,2,AP-1/2/4 complex subunit beta
IPR039356,1,0,1,5'-deoxynucleotidase YfbR/HDDC2
IPR004467,1,0,1,Orotate phosphoribosyl transferase domain
IPR023031,1,0,1,Orotate phosphoribosyltransferase
IPR028163,1,0,1,"HAUS augmin-like complex subunit 6, N-terminal"
IPR030186,1,5,5,Protein AlcS/PatA
IPR027120,1,1,1,"Smc2, ATP-binding cassette domain"
IPR010674,1,1,1,"Nucleolar GTP-binding protein 1, Rossman-fold domain"
IPR012973,1,1,1,"NOG, C-terminal"
IPR024926,1,1,1,Nucleolar GTP-binding protein 1
IPR041623,1,1,1,"NOG1, N-terminal helical domain"
IPR019103,1,1,1,"Aspartic peptidase, DDI1-type"
IPR038291,1,1,0,"SAP30, C-terminal domain superfamily"
IPR004815,1,1,2,"Lon protease, bacterial/eukaryotic-type"
IPR008268,1,1,1,"Peptidase S16, active site"
IPR027503,1,1,1,"Lon protease homologue, chloroplastic/mitochondrial"
IPR005955,1,1,1,"Glutathione S-transferases, class Zeta"
IPR034330,1,1,1,"Glutathione S-transferases, class Zeta , C-terminal"
IPR003172,1,2,1,MD-2-related lipid-recognition domain
IPR033917,1,1,1,"ML domain, phosphatidylinositol/phosphatidylglycerol transfer protein"
IPR039670,1,1,1,Sterol transport protein NPC2-like
IPR005772,1,1,1,"ATPase, V1 complex, subunit F, eukaryotic"
IPR008218,1,1,1,"ATPase, V1 complex, subunit F"
IPR036906,1,1,1,"ATPase, V1 complex, subunit F superfamily"
IPR018819,1,1,1,Nur1/Mug154
IPR007823,1,1,1,Ribosomal RNA processing protein 8
IPR042036,1,1,1,"Ribosomal RNA-processing protein 8, N-terminal domain"
IPR001295,1,0,1,"Dihydroorotate dehydrogenase, conserved site"
IPR005719,1,0,1,"Dihydroorotate dehydrogenase, class 2"
IPR016827,1,0,1,Transcriptional adaptor 2
IPR041983,1,1,1,"ADA2-like, zinc finger, ZZ-type"
IPR001672,1,1,1,Phosphoglucose isomerase (PGI)
IPR018189,1,1,1,"Phosphoglucose isomerase, conserved site"
IPR023096,1,1,1,"Phosphoglucose isomerase, C-terminal"
IPR035476,1,1,1,"Phosphoglucose isomerase, SIS domain 1"
IPR035482,1,1,1,"Phosphoglucose isomerase, SIS domain 2"
IPR004430,1,1,1,"3-isopropylmalate dehydratase, large subunit"
IPR004431,1,1,1,"3-isopropylmalate dehydratase, small subunit"
IPR012235,1,1,1,"3-isopropylmalate dehydratase, fused small/large subunit"
IPR033940,1,1,1,"3-isopropylmalate dehydratase, swivel domain"
IPR033941,1,1,1,"3-Isopropylmalate dehydratase, catalytic domain"
IPR007852,1,1,1,Cdc73/Parafibromin
IPR029178,1,0,1,"Extracellular mutant protein 11, C-terminal"
IPR031336,1,1,1,"Cell division control protein 73, C-terminal"
IPR038103,1,1,1,"Cell division control protein 73, C-terminal domain superfamily"
IPR037597,1,1,1,Nucleoporin Seh1
IPR000715,1,1,1,"Glycosyl transferase, family 4"
IPR033895,1,1,1,UDP-GlcNAc-dolichyl-phosphate GlcNAc phosphotransferase
IPR034690,1,2,0,Endolysin T4 type
IPR045200,1,1,1,E3 ubiquitin-protein ligase CHIP/LubX
IPR045202,1,1,1,"CHIP/LubX , U box domain"
IPR000398,1,1,0,Thymidylate synthase
IPR020940,1,1,0,"Thymidylate synthase, active site"
IPR023451,1,1,0,Thymidylate synthase/dCMP hydroxymethylase domain
IPR036926,1,1,0,Thymidylate synthase/dCMP hydroxymethylase superfamily
IPR045097,1,1,0,Thymidylate synthase/dCMP hydroxymethylase
IPR006042,1,1,1,Xanthine/uracil permease
IPR006043,2,2,2,Nucleobase cation symporter 2 family
IPR009160,1,1,1,"Acyl-CoA desaturase, haem/steroid binding domain-containing"
IPR015876,1,1,1,Acyl-CoA desaturase
IPR010729,1,1,1,"Ribosomal protein L47, mitochondrial"
IPR038340,1,1,1,"MRP-L47 superfamily, mitochondrial"
IPR000806,1,1,1,Rab GDI protein
IPR018203,2,2,2,GDP dissociation inhibitor
IPR014930,1,0,0,"Myotonic dystrophy protein kinase, coiled coil"
IPR013920,1,0,1,"Protein of unknown function DUF1774, fungi"
IPR030506,1,1,1,Myosin tail region-interacting protein Mti1
IPR035552,1,1,0,"Mti1, SH3 domain"
IPR016712,1,1,1,"Mitochondrial ribosomal protein MRP51, fungi"
IPR001210,1,1,1,Ribosomal protein S17e
IPR018273,1,1,1,"Ribosomal protein S17e, conserved site"
IPR036401,1,1,1,Ribosomal protein S17e-like superfamily
IPR004798,2,1,4,Calcium/proton exchanger CAX-like
IPR015211,1,2,1,"Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal"
IPR034015,1,2,1,"Aminopeptidase, leukotriene A4 hydrolase-like"
IPR038502,1,2,1,"Peptidase M1, LTA-4 hydrolase/aminopeptidase, C-terminal domain superfamily"
IPR024080,1,1,1,"Neurolysin/Thimet oligopeptidase, N-terminal"
IPR004870,1,1,1,"Nucleoporin, Nup155-like"
IPR042533,1,1,1,"Nucleoporin, Nup155-like, C-terminal, subdomain 1"
IPR042537,1,1,1,"Nucleoporin, Nup155-like, C-terminal, subdomain 2"
IPR017334,1,1,1,Eukaryotic translation initiation factor 3 subunit G
IPR024675,1,1,1,"Eukaryotic translation initiation factor 3 subunit G, N-terminal"
IPR034240,1,1,1,"eIF3G, RNA recognition motif"
IPR000489,1,3,1,Pterin-binding domain
IPR000550,1,1,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK"
IPR006390,1,2,1,Dihydropteroate synthase domain
IPR011005,1,3,1,Dihydropteroate synthase-like
IPR035907,1,1,1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase HPPK superfamily"
IPR045031,1,2,1,Dihydropteroate synthase
IPR000669,1,1,1,Mannitol dehydrogenase
IPR013118,1,1,1,"Mannitol dehydrogenase, C-terminal"
IPR013131,1,1,1,"Mannitol dehydrogenase, N-terminal"
IPR023028,1,1,1,Mannitol-1-phosphate 5-dehydrogenase
IPR006215,1,1,1,"Glycoside hydrolase, melibiase"
IPR012420,1,1,0,Cbp4
IPR005854,1,1,1,Amidophosphoribosyltransferase
IPR035584,1,1,0,"Amidophosphoribosyltransferase, N-terminal"
IPR012808,1,1,1,Conserved hypothetical protein CHP02453
IPR003827,1,1,1,tRNA wybutosine-synthesizing protein
IPR036602,1,1,1,tRNA wybutosine-synthesizing-like superfamily
IPR008689,1,1,1,"ATP synthase, F0 complex, subunit D, mitochondrial"
IPR036228,1,1,1,"ATP synthase, F0 complex, subunit D superfamily, mitochondrial"
IPR002715,2,1,2,Nascent polypeptide-associated complex NAC domain
IPR038187,2,1,2,NAC A/B domain superfamily
IPR044034,1,2,2,"Nascent polypeptide-associated complex subunit alpha-like, UBA domain"
IPR002784,1,1,1,Ribosomal protein L14e domain
IPR039660,1,1,1,Ribosomal protein L14
IPR041985,1,1,0,"Ribosomal protein L14, KOW motif"
IPR039204,1,1,1,Magnesium transporter MRS2-like
IPR006846,1,1,1,Ribosomal protein S30
IPR012882,1,1,1,Putative redox protein Fmp46
IPR006166,1,2,1,ERCC4 domain
IPR006167,1,1,0,DNA repair protein XPF
IPR001465,1,1,1,Malate synthase
IPR006252,1,1,1,Malate synthase A
IPR011076,1,1,1,Malate synthase superfamily
IPR019830,1,1,1,"Malate synthase, conserved site"
IPR044856,1,1,1,"Malate synthase, C-terminal superfamily"
IPR046363,1,1,1,"Malate synthase, N-terminal and TIM-barrel domains"
IPR000697,1,1,1,WH1/EVH1 domain
IPR027641,1,0,1,Actin nucleation-promoting factor WAS
IPR033927,1,1,1,"WASP family, EVH1 domain"
IPR018104,1,1,1,"Translation initiation factor 1A (eIF-1A), conserved site"
IPR010711,1,0,0,Group XII secretory phospholipase A2 precursor
IPR009723,1,0,1,"Pop1, N-terminal"
IPR012590,1,0,1,POPLD domain
IPR039182,1,0,1,Ribonucleases P/MRP protein subunit Pop1
IPR014133,1,1,1,Cryptochrome DASH
IPR019007,1,1,1,WW domain binding protein 11
IPR034455,1,1,1,"Biogenesis of lysosome-related organelles complex 1, subunit CNL1"
IPR002397,1,1,1,"Cytochrome P450, B-class"
IPR037350,1,1,1,"Lactate 2-monooxygenase, FMN-binding domain"
IPR031669,1,1,1,"Fibronectin type III domain, fungi"
IPR031673,1,1,1,"Chitin biosynthesis protein Chs5, N-terminal"
IPR010424,1,2,0,Acetate kinase EutQ
IPR031850,1,1,1,Fungal kinase associated-1 domain
IPR043024,1,1,1,"Kinase associated-1 domain superfamily, fungal"
IPR023442,1,0,1,"Ribosomal protein L24e, conserved site"
IPR010699,1,2,2,Protein of unknown function DUF1275
IPR009311,2,2,3,Interferon alpha-inducible protein IFI6/IFI27-like
IPR038213,2,4,2,IFI6/IFI27-like domain superfamily
IPR004662,1,1,1,Acetylglutamate kinase family
IPR011241,1,1,1,Bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase
IPR023013,1,1,1,"N-acetyl-gamma-glutamyl-phosphate reductase, active site"
IPR041734,1,1,1,"N-Acetyl-L-glutamate kinase, fungal-type"
IPR016444,1,1,0,Synaptobrevin/Vesicle-associated membrane protein
IPR011671,1,1,1,tRNA (uracil-O(2)-)-methyltransferase
IPR008952,1,0,0,"Tetraspanin, EC2 domain superfamily"
IPR033897,1,1,1,MADS SRF-like
IPR026871,1,1,1,Phospholipid-transporting P-type ATPase
IPR024481,1,1,2,"Helicase Sen1, N-terminal"
IPR009783,1,1,1,Protein of unknown function DUF1348
IPR004942,1,0,1,Roadblock/LAMTOR2 domain
IPR024679,1,0,1,"Pre-rRNA-processing protein Ipi1, N-terminal"
IPR037947,1,0,1,Testis-expressed protein 10/pre-rRNA-processing protein Ipi1
IPR012471,1,1,1,Protein of unknown function DUF1690
IPR006639,1,1,1,Presenilin/signal peptide peptidase
IPR007369,1,1,1,"Peptidase A22B, signal peptide peptidase"
IPR005656,1,4,2,MmgE/PrpD
IPR012705,1,0,1,2-methylcitrate dehydratase PrpD
IPR036148,1,4,2,MmgE/PrpD superfamily
IPR042183,1,4,2,"MmgE/PrpD superfamily, domain 1"
IPR042188,1,3,2,"MmgE/PrpD superfamily, domain 2"
IPR045336,1,4,2,"MmgE/PrpD, N-terminal"
IPR045337,1,4,2,"MmgE/PrpD, C-terminal"
IPR039370,1,0,1,Transcription factor BTF3
IPR002842,1,1,1,V-type ATPase subunit E
IPR038495,1,1,1,"V-type ATPase subunit E, C-terminal domain superfamily"
IPR006287,1,0,0,Protein/nucleic acid deglycase DJ-1
IPR044635,1,1,1,Ubiquitin carboxyl-terminal hydrolase 14-like
IPR008384,1,1,1,Actin-related protein 2/3 complex subunit 4
IPR001245,1,2,3,"Serine-threonine/tyrosine-protein kinase, catalytic domain"
IPR005677,1,3,1,"Fumarate hydratase, class II"
IPR018951,1,3,1,"Fumarase C, C-terminal"
IPR013246,1,0,1,"SAGA complex, Sgf11 subunit"
IPR044515,1,1,1,Ankyrin repeat and BTB/POZ domain-containing protein 1-like
IPR007222,1,1,1,"Signal recognition particle receptor, alpha subunit, N-terminal"
IPR027131,1,1,1,Structural maintenance of chromosomes protein 5
IPR045018,1,1,1,Azaguanine-like transporters
IPR000422,1,1,1,"3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB"
IPR045110,1,1,1,XMAP215 family
IPR017252,1,0,1,Dynein regulator LIS1
IPR037190,1,0,1,"LIS1, N-terminal"
IPR006769,1,0,1,"Calcium uniporter protein, C-terminal"
IPR039055,1,0,1,MCU family
IPR044611,1,1,1,Ubiquitin-protein ligase E3B/C
IPR007587,1,1,1,SIT4 phosphatase-associated protein family
IPR002661,1,1,1,Ribosome recycling factor
IPR023584,1,1,1,Ribosome recycling factor domain
IPR036191,1,1,1,RRF superfamily
IPR025959,1,0,0,Winged helix-turn helix domain
IPR026872,1,1,1,Protein farnesyltransferase subunit beta
IPR030393,1,1,1,EngB-type guanine nucleotide-binding (G) domain
IPR009543,1,1,1,"Vacuolar protein sorting-associated protein 13, VPS13 adaptor binding domain"
IPR017148,1,1,1,"Vacuolar protein sorting-associated protein 13, fungi"
IPR026847,1,1,1,Vacuolar protein sorting-associated protein 13
IPR026854,1,1,1,"Vacuolar protein sorting-associated protein 13-like, N-terminal domain"
IPR031642,1,1,1,"VPS13, repeated region"
IPR031645,1,1,1,"Vacuolar protein sorting-associated protein 13, DH-like domain"
IPR031646,1,1,1,"Vacuolar protein sorting-associated protein 13, second N-terminal domain"
IPR021475,1,1,0,Protein of unknown function DUF3128
IPR005192,1,0,0,"Glycoside hydrolase, family 49, C-terminal"
IPR023226,1,0,0,"Glycoside hydrolase, family 49, N-terminal domain"
IPR035953,1,0,0,"Dextranase, N-terminal"
IPR041274,1,0,0,Isopullulanase beta-solenoid repeat
IPR041402,1,0,0,"Dextranase, beta solenoid repeat"
IPR044852,1,1,1,WW domain-binding protein 2-like
IPR021836,1,1,1,Protein of unknown function DUF3429
IPR001765,1,4,1,Carbonic anhydrase
IPR036874,1,5,1,Carbonic anhydrase superfamily
IPR044432,1,0,1,"Set10/Efm1, SET domain"
IPR003462,2,3,2,Ornithine cyclodeaminase/mu-crystallin
IPR023401,2,2,2,"Ornithine cyclodeaminase, N-terminal"
IPR001921,1,1,1,Ribosomal protein L7A/L8
IPR011422,1,1,1,BRCA1-associated 2
IPR034931,1,1,0,"ETP1, RNA recognition motif"
IPR022783,1,0,1,"GCF, C-terminal"
IPR045211,1,0,1,TFP11/STIP/Ntr1
IPR010492,1,1,1,"GINS complex, subunit Psf3"
IPR038437,1,1,1,"GINS complex, subunit Psf3 superfamily"
IPR021843,1,1,1,Proteasome activator complex subunit 4 C-terminal domain
IPR032372,1,1,1,"Proteasome activator Blm10, N-terminal"
IPR032430,1,1,1,"Proteasome activator Blm10, mid region"
IPR035309,1,1,1,Proteasome activator complex subunit 4
IPR027079,1,1,1,TFIIH subunit Tfb1/GTF2H1
IPR018961,1,1,1,"DnaJ homologue, subfamily C, member 28, conserved domain"
IPR011603,1,1,1,2-oxoglutarate dehydrogenase E1 component
IPR031717,1,1,1,"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal"
IPR032106,1,1,1,"2-oxoglutarate dehydrogenase E1 component, N-terminal domain"
IPR042179,1,1,1,"Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily"
IPR001447,1,1,1,Arylamine N-acetyltransferase
IPR029191,1,1,1,Up-regulated during septation protein 1
IPR045233,1,1,1,"Mannose-1-phosphate guanyltransferase, N-terminal domain"
IPR021967,1,1,1,"Nuclear pore complex protein NUP96, C-terminal domain"
IPR037637,2,2,1,Nuclear pore complex protein NUP98-NUP96
IPR037665,2,2,1,Nucleoporin peptidase S59-like
IPR007230,1,1,1,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain"
IPR036903,1,1,1,"Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain superfamily"
IPR000146,1,0,1,"Fructose-1,6-bisphosphatase class 1"
IPR020548,1,0,1,"Fructose-1,6-bisphosphatase, active site"
IPR028343,1,0,1,"Fructose-1,6-bisphosphatase"
IPR033391,1,0,1,"Fructose-1-6-bisphosphatase class I, N-terminal"
IPR044015,1,0,1,"Fructose-1-6-bisphosphatase class 1, C-terminal"
IPR002004,1,1,1,Polyadenylate-binding protein/Hyperplastic disc protein
IPR006515,1,1,1,"Polyadenylate binding protein, human types 1, 2, 3, 4"
IPR036053,1,1,1,PABC (PABP) domain
IPR045305,1,1,1,"PABP, RNA recognition motif 2"
IPR001949,1,1,1,"NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site"
IPR011538,1,1,1,"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain"
IPR019575,1,1,1,"NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain"
IPR037207,1,1,1,"NADH-ubiquinone oxidoreductase 51kDa subunit, iron-sulphur binding domain superfamily"
IPR037225,1,1,1,"NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain superfamily"
IPR019160,1,1,1,"Exocyst complex component Sec3, C-terminal"
IPR028258,1,1,1,"Exocyst complex component Sec3, PIP2-binding N-terminal domain"
IPR007718,1,1,1,"Srp40, C-terminal"
IPR002490,1,1,1,"V-type  ATPase, V0 complex, 116kDa subunit family"
IPR026028,1,1,0,"ATPase, V0 complex, subunit 116kDa, eukaryotic"
IPR003166,1,1,1,"Transcription factor TFIIE beta subunit, DNA-binding domain"
IPR016656,1,1,1,"Transcription initiation factor TFIIE, beta subunit"
IPR040501,1,1,1,"TFA2, Winged helix domain 2"
IPR012929,1,1,1,Nucleoprotein TPR/MLP1
IPR010233,1,1,1,Ubiquinone biosynthesis O-methyltransferase
IPR019189,1,1,1,"Ribosomal protein L27/L41, mitochondrial"
IPR006709,3,1,1,"Small-subunit processome, Utp14"
IPR005200,6,1,1,"Endo-1,3(4)-beta-glucanase"
IPR040451,6,1,1,"Glycosyl hydrolase family 81, N-terminal"
IPR040720,6,1,1,"Glycosyl hydrolase family 81, C-terminal domain"
IPR005285,1,0,0,Pleiotropic drug resistance protein PDR/CDR
IPR038869,1,1,1,Defect at low temperature protein 1
IPR009737,1,2,2,Thioredoxin-like ferredoxin
IPR013538,1,1,1,Activator of Hsp90 ATPase homologue 1-like
IPR015310,1,0,1,"Activator of Hsp90 ATPase, N-terminal"
IPR036338,1,0,1,"Activator of Hsp90 ATPase, Aha1"
IPR039981,1,0,1,Activator of 90kDa heat shock protein ATPase-like
IPR033124,1,3,5,"Serine carboxypeptidases, histidine active site"
IPR001441,1,1,1,Decaprenyl diphosphate synthase-like
IPR018520,1,1,0,"Di-trans-poly-cis-decaprenylcistransferase-like, conserved site"
IPR003422,1,1,1,"Cytochrome b-c1 complex, subunit 6"
IPR023184,1,1,1,Ubiquinol-cytochrome C reductase hinge domain
IPR036811,1,1,1,Ubiquinol-cytochrome C reductase hinge domain superfamily
IPR005493,1,4,3,Ribonuclease E inhibitor RraA/RraA-like protein
IPR036704,1,4,3,Ribonuclease E inhibitor RraA/RraA-like superfamily
IPR019432,1,2,2,"Acyltransferase MbtK/IucB-like, conserved domain"
IPR000541,1,0,1,Cytoplasmic tRNA 2-thiolation protein 1
IPR020554,1,0,0,"Uncharacterised protein family UPF0021, conserved site"
IPR032442,1,0,0,"Cytoplasmic tRNA 2-thiolation protein 1, C-terminal"
IPR010481,1,0,1,"Cdc24/Scd1, N-terminal"
IPR033511,1,0,1,"Rho guanine nucleotide exchange factor Cdc24/Scd1, PH domain"
IPR001046,1,1,1,NRAMP family
IPR010033,1,1,1,"HAD-superfamily phosphatase, subfamily IIIC"
IPR010036,1,1,1,"Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type"
IPR018856,1,1,1,"CST complex subunit Stn1, N-terminal"
IPR034058,1,6,0,"TagA/B/C/D, peptidase domain"
IPR024983,2,3,0,CHAT domain
IPR031350,2,5,0,Fungal STAND N-terminal Goodbye domain
IPR021884,1,0,0,Ice-binding protein
IPR017383,1,1,1,Actin-related protein 2/3 complex subunit 1
IPR027281,1,1,1,"Saccharopine dehydrogenase [NAD(+), L-lysine-forming]"
IPR035202,1,0,1,Proteasome subunit beta 1
IPR012479,1,0,1,SAP30-binding protein
IPR017905,1,2,2,ERV/ALR sulfhydryl oxidase domain
IPR036774,1,2,2,ERV/ALR sulfhydryl oxidase domain superfamily
IPR039799,1,2,2,Sulfhydryl oxidase ALR/ERV
IPR014898,1,1,1,"Zinc finger, C2H2, LYAR-type"
IPR039999,1,1,1,Cell growth-regulating nucleolar protein
IPR044613,1,1,1,NEDD8-specific protease 1/2-like
IPR025649,1,0,0,Protein of unknown function DUF4360
IPR020864,2,1,0,Membrane attack complex component/perforin (MACPF) domain
IPR015168,1,1,3,SsuA/THI5-like
IPR027939,1,1,3,NMT1/THI5 family
IPR021006,1,1,1,HDA1 complex subunit 2/3
IPR038609,1,1,1,HDA1 complex subunit 2/3  superfamily
IPR031352,1,4,1,"NACHT-NTPase and P-loop NTPases, N-terminal domain"
IPR002413,1,0,0,Venom allergen 5-like
IPR002492,1,0,0,"Transposase, Tc1-like"
IPR000454,1,1,1,"ATP synthase, F0 complex, subunit C"
IPR020537,1,1,1,"ATP synthase, F0 complex, subunit C, DCCD-binding site"
IPR038662,1,1,1,F1F0 ATP synthase subunit C superfamily
IPR010516,0,1,1,Sin3 associated polypeptide p18
IPR042534,0,1,1,Sin3 associated polypeptide p18 superfamily
IPR003656,0,2,1,"Zinc finger, BED-type"
IPR020813,0,1,0,"Fibrillarin, conserved site"
IPR041617,0,2,0,MalT-like TPR region
IPR040771,0,2,1,"Thiolase-like protein type 1, additional C-terminal domain"
IPR024312,0,1,1,"TACC protein, fungi"
IPR039915,0,1,1,TACC family
IPR016527,0,1,1,Origin recognition complex subunit 4
IPR001911,0,1,1,Ribosomal protein S21
IPR022751,0,3,4,Alpha-mannosyltransferase
IPR004589,0,1,0,"DNA helicase, ATP-dependent, RecQ type"
IPR032284,0,1,0,"ATP-dependent DNA helicase RecQ, zinc-binding domain"
IPR002151,0,4,0,Kinesin light chain
IPR007915,0,1,0,Oligosaccharyltransferase complex subunit
IPR008417,0,1,1,B-cell receptor-associated protein 29/31
IPR021520,0,2,1,"Stealth protein CR2, conserved region 2"
IPR031356,0,1,0,"Stealth protein CR4, conserved region 4"
IPR031358,0,1,1,"Stealth protein CR1, conserved region 1"
IPR000028,0,6,3,Chloroperoxidase
IPR036851,0,6,3,Chloroperoxidase-like superfamily
IPR020915,0,3,3,Uncharacterised protein family UPF0311
IPR033128,0,1,1,"Adenylosuccinate synthase,  active site"
IPR044597,0,1,0,Single myb histone 1-6
IPR005676,0,1,1,"Aspartate-semialdehyde dehydrogenase, peptidoglycan lacking"
IPR035067,0,1,0,V-type ATPase subunit C/d
IPR044911,0,1,0,"V-type ATP synthase c/d subunit, domain 3 superfamily"
IPR006970,0,2,0,PT repeat
IPR031488,0,1,0,"WD repeat protein mio, zinc-ribbon like domain"
IPR045247,0,3,2,Oxidoreductase Oye-like
IPR011564,0,2,0,Telomeric single stranded DNA binding POT1/Cdc13
IPR016901,0,1,1,Anaphase-promoting complex subunit APC10/Doc1
IPR008547,0,2,1,"Protein of unknown function DUF829, TMEM53"
IPR025659,0,3,0,"Tubby-like, C-terminal"
IPR018369,0,2,0,"Chaperonin GroES, conserved site"
IPR020818,0,2,1,GroES chaperonin family
IPR037124,0,2,1,GroES chaperonin superfamily
IPR000535,0,1,1,Major sperm protein (MSP) domain
