,Coniosporium_tulheliwenetii,Neophaeococcomyces_mojaviensis,Taxawa_tesnikishii,descriptions
PF16558,0,1,0,Amino-terminal Zinc-binding domain of ubiquitin ligase E3A
PF08729,0,1,1,HPC2 and ubinuclein domain
PF19273,0,1,1,Exportin-5 family
PF06212,0,1,1,GRIM-19 protein
PF12572,0,1,1,Protein of unknown function (DUF3752)
PF18264,0,1,1,CXC domain
PF04548,0,4,0,AIG1 family
PF20174,0,1,0,Family of unknown function (DUF6540)
PF10247,0,1,1,Reactive mitochondrial oxygen species modulator 1
PF01713,0,2,2,Smr domain
PF09286,0,2,5,"Pro-kumamolisin, activation domain"
PF18126,0,1,1,Mitochondrial ribosomal protein mL59
PF14701,0,1,1,"Glycogen debranching enzyme, glucanotransferase domain"
PF20087,0,1,0,Family of unknown function (DUF6479)
PF10444,0,1,1,Nbl1 / Borealin N terminal
PF01106,0,1,1,NifU-like domain
PF10785,0,1,1,"NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit"
PF12853,0,1,0,C-terminal of NADH-ubiquinone oxidoreductase 21 kDa subunit
PF01872,0,2,1,RibD C-terminal domain
PF04406,0,1,1,Type IIB DNA topoisomerase
PF13249,0,1,0,Squalene-hopene cyclase N-terminal domain
PF04135,0,1,0,"Nucleolar RNA-binding protein, Nop10p family"
PF05988,0,1,0,Bacterial protein of unknown function (DUF899)
PF08228,0,1,0,RNase P subunit Pop3
PF13905,0,1,0,Thioredoxin-like
PF08507,0,1,1,COPI associated protein
PF05063,0,1,1,MT-A70
PF00017,0,1,0,SH2 domain
PF17674,0,2,1,HHH domain
PF07544,0,1,1,RNA polymerase II transcription mediator complex subunit 9
PF04194,0,1,1,"Programmed cell death protein 2, C-terminal putative domain"
PF09594,0,1,0,Glycosyltransferase family 87
PF04084,0,1,1,Origin recognition complex subunit 2
PF04930,0,1,1,FUN14 family
PF13867,0,1,0,Sin3 binding region of histone deacetylase complex subunit SAP30
PF13517,0,1,2,FG-GAP-like repeat
PF07063,0,1,0,Domain of unknown function (DUF1338)
PF07969,0,3,2,Amidohydrolase family
PF03907,0,1,1,Spo7-like protein
PF05839,0,1,1,Apc13p protein
PF16367,0,1,0,RNA recognition motif
PF09728,0,1,1,Myosin-like coiled-coil protein
PF10340,0,2,2,Steryl acetyl hydrolase
PF20305,0,2,1,prokaryotic YEATS domain
PF05821,0,1,0,NADH-ubiquinone oxidoreductase ASHI subunit (CI-ASHI or NDUFB8)
PF10374,0,1,1,Telomerase activating protein Est1
PF15612,0,1,2,"WSTF, HB1, Itc1p, MBD9 motif 1"
PF04724,0,1,0,Glycosyltransferase family 17
PF07944,0,2,0,"Beta-L-arabinofuranosidase, GH127"
PF17649,0,1,1,Vacuolar protein sorting 38
PF12816,0,1,1,Golgi CORVET complex core vacuolar protein 8
PF16355,0,1,1,Domain of unknown function (DUF4982)
PF18565,0,1,1,Glycoside hydrolase family 2 C-terminal domain 5
PF00792,0,1,1,Phosphoinositide 3-kinase C2
PF10356,0,1,0,Protein of unknown function (DUF2034)
PF08567,0,1,1,"TFIIH p62 subunit, N-terminal domain"
PF06108,0,1,1,Protein of unknown function (DUF952)
PF14534,0,1,0,Domain of unknown function (DUF4440)
PF07247,0,1,0,Alcohol acetyltransferase
PF01729,0,1,1,"Quinolinate phosphoribosyl transferase, C-terminal domain"
PF20345,0,1,1,Family of unknown function (DUF6640)
PF12973,0,1,0,ChrR Cupin-like domain
PF06764,0,1,0,Protein of unknown function (DUF1223)
PF10531,0,1,1,SLBB domain
PF14618,0,1,1,Domain of unknown function (DUF4452)
PF09377,0,1,1,"SBDS protein, domain II"
PF03051,0,1,1,Peptidase C1-like family
PF06632,0,1,0,DNA double-strand break repair and V(D)J recombination protein XRCC4
PF03381,0,1,1,LEM3 (ligand-effect modulator 3) family / CDC50 family
PF17132,0,1,0,alpha-L-rhamnosidase
PF06026,0,1,1,Ribose 5-phosphate isomerase A (phosphoriboisomerase A)
PF00545,0,1,1,ribonuclease
PF03980,0,1,1,Nnf1
PF13145,0,1,1,PPIC-type PPIASE domain
PF03893,0,1,1,Lipase 3 N-terminal region
PF10203,0,1,0,Cytochrome c oxidase assembly protein PET191
PF17753,0,1,1,Ig-fold domain
PF05808,0,1,0,Podoplanin
PF08585,0,1,1,RecQ mediated genome instability protein
PF19117,0,1,1,Mitochondrial import 2
PF04573,0,1,0,Signal peptidase subunit
PF08651,0,1,1,DASH complex subunit Duo1
PF17645,0,1,1,Arylmalonate decarboxylase
PF11034,0,1,0,Glucose-repressible protein Grg1
PF01731,0,1,1,Arylesterase
PF14616,0,1,1,"Transcription regulator Rua1, C-terminal"
PF02958,0,1,0,Ecdysteroid kinase-like family
PF10215,0,1,0,Oligosaccaryltransferase
PF12409,0,1,1,P5-type ATPase cation transporter
PF12767,0,1,1,"Transcriptional regulator of RNA polII, SAGA, subunit"
PF13669,0,2,2,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
PF11785,0,1,1,Aft1 osmotic stress response (OSM) domain
PF11786,0,1,1,Aft1 HRA domain
PF03576,0,1,0,Peptidase family S58
PF05241,0,1,3,EXPERA (EXPanded EBP superfamily)
PF16487,0,1,1,Mid domain of argonaute
PF11416,0,1,1,"Syntaxin-5 N-terminal, Sly1p-binding domain"
PF12257,0,1,1,Vacuolar membrane-associated protein Iml1
PF17677,0,1,1,Glycosyl hydrolases family 38 C-terminal beta sandwich domain
PF04004,0,1,1,Leo1-like protein
PF20470,0,1,0,Helix-turn-helix domain
PF01157,0,1,1,Ribosomal protein L21e
PF17097,0,1,0,Spindle pole body component
PF10261,0,1,1,Inositol phospholipid synthesis and fat-storage-inducing TM
PF11957,0,1,1,THO complex subunit 1 transcription elongation factor
PF13398,0,1,0,Peptidase M50B-like
PF03915,0,1,1,Actin interacting protein 3
PF03849,0,1,0,Transcription factor Tfb2
PF15251,0,1,0,Domain of unknown function (DUF4588)
PF11702,0,1,1,Protein of unknown function (DUF3295)
PF17866,0,1,0,AAA lid domain
PF08282,0,1,0,haloacid dehalogenase-like hydrolase
PF00126,0,13,0,"Bacterial regulatory helix-turn-helix protein, lysR family"
PF03466,0,13,0,LysR substrate binding domain
PF13354,0,3,0,Beta-lactamase enzyme family
PF11218,0,1,0,Protein of unknown function (DUF3011)
PF02938,0,1,0,GAD domain
PF02075,0,1,0,Crossover junction endodeoxyribonuclease RuvC
PF01330,0,1,0,RuvA N terminal domain
PF07499,0,1,0,"RuvA, C-terminal domain"
PF05491,0,1,0,RuvB C-terminal winged helix domain
PF17864,0,1,0,RuvB AAA lid domain
PF01618,0,2,0,MotA/TolQ/ExbB proton channel family
PF02472,0,1,0,Biopolymer transport protein ExbD/TolR
PF13103,0,2,0,TonB C terminal
PF04052,0,1,0,TolB amino-terminal domain
PF00691,0,2,0,OmpA family
PF13525,0,1,0,Outer membrane lipoprotein
PF16331,0,1,0,TolA binding protein trimerisation
PF06508,0,1,0,Queuosine biosynthesis protein QueC
PF00589,0,5,0,Phage integrase family
PF13986,0,1,0,Domain of unknown function (DUF4224)
PF05869,0,1,0,DNA N-6-adenine-methyltransferase (Dam)
PF07007,0,2,0,Lysozyme inhibitor LprI
PF00772,0,1,0,DnaB-like helicase N terminal domain
PF16786,0,1,0,"Recombination enhancement, RecA-dependent nuclease"
PF12236,0,1,0,Bacteriophage head to tail connecting protein
PF15617,0,1,0,C-C_Bond_Lyase of the TIM-Barrel fold
PF05283,0,1,0,"Multi-glycosylated core protein 24 (MGC-24), sialomucin"
PF03848,0,1,0,Tellurite resistance protein TehB
PF08003,0,1,0,Protein of unknown function (DUF1698)
PF10183,0,1,1,ESSS subunit of NADH:ubiquinone oxidoreductase (complex I)
PF20162,0,1,1,Septation protein etd1
PF01940,0,1,0,Integral membrane protein DUF92
PF09154,0,2,0,Alpha-amylase C-terminal
PF03932,0,1,0,CutC family
PF08577,0,1,1,PI31 proteasome regulator
PF09497,0,1,1,Transcription mediator complex subunit Med12
PF13527,0,1,0,Acetyltransferase (GNAT) domain
PF07491,0,1,0,Protein phosphatase inhibitor
PF03707,0,2,4,Bacterial signalling protein N terminal repeat
PF17147,0,1,0,Pyruvate:ferredoxin oxidoreductase core domain II
PF02238,0,1,0,Cytochrome c oxidase subunit VII
PF06276,0,1,0,Ferric iron reductase FhuF-like transporter
PF07858,0,1,0,"Limonene-1,2-epoxide hydrolase catalytic domain"
PF18647,0,1,0,Alpha-galactosyl-binding fungal lectin
PF00015,0,4,0,Methyl-accepting chemotaxis protein (MCP) signalling domain
PF00902,0,1,0,Sec-independent protein translocase protein (TatC)
PF02416,0,1,0,mttA/Hcf106 family
PF00437,0,4,0,Type II/IV secretion system protein
PF05157,0,1,0,"Type II secretion system (T2SS), protein E, N-terminal domain"
PF02091,0,1,0,Glycyl-tRNA synthetase alpha subunit
PF02092,0,1,0,Glycyl-tRNA synthetase beta subunit
PF04357,0,1,0,"TamB, inner membrane protein subunit of TAM complex"
PF07244,0,1,0,Surface antigen variable number repeat
PF17243,0,1,0,POTRA domain TamA domain 1
PF10459,0,1,0,Peptidase S46
PF12860,0,1,0,PAS fold
PF02659,0,1,0,Putative manganese efflux pump
PF01797,0,1,0,Transposase IS200 like
PF00196,0,3,0,"Bacterial regulatory proteins, luxR family"
PF19577,0,1,0,DcaP outer membrane protein
PF14330,0,1,0,Domain of unknown function (DUF4387)
PF13919,0,1,1,Asx homology domain
PF04371,0,1,0,Porphyromonas-type peptidyl-arginine deiminase
PF04104,0,1,1,"Eukaryotic and archaeal DNA primase, large subunit"
PF02096,0,1,1,60Kd inner membrane protein
PF16804,0,1,0,Domain of unknown function (DUF5071)
PF09587,0,1,1,Bacterial capsule synthesis protein PGA_cap
PF13148,0,1,0,Protein of unknown function (DUF3987)
PF09588,0,1,0,YqaJ-like viral recombinase domain
PF18897,0,1,0,Recombination directionality factor-like
PF04002,0,2,0,RadC-like JAB domain
PF06067,0,1,0,Domain of unknown function (DUF932)
PF13337,0,1,0,"Lon-like protease BrxL-like, ATPase domain"
PF16565,0,1,0,Phospholipase D-like domain at C-terminus of MIT
PF20442,0,1,0,BREX system Lon protease-like protein BrxL N-terminal
PF03235,0,1,0,Protein of unknown function DUF262
PF08665,0,1,0,PglZ domain
PF08747,0,1,0,BREX protein BrxB
PF08849,0,1,0,BrxA
PF13280,0,2,0,WYL domain
PF01464,0,2,1,Transglycosylase SLT domain
PF01882,0,1,0,Protein of unknown function DUF58
PF07584,0,1,0,Aerotolerance regulator N-terminal
PF13482,0,1,0,RNase_H superfamily
PF05569,0,1,0,BlaR1 peptidase M56
PF03965,0,1,0,Penicillinase repressor
PF01863,0,1,0,"YgjP-like, metallopeptidase domain"
PF04381,0,1,0,"Putative exonuclease, RdgC"
PF14696,0,1,0,"Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal"
PF01047,0,1,0,MarR family
PF12802,0,2,0,MarR family
PF13463,0,1,0,Winged helix DNA-binding domain
PF08279,0,1,0,HTH domain
PF00990,0,2,0,"Diguanylate cyclase, GGDEF domain"
PF05661,0,1,0,Protein of unknown function (DUF808)
PF12607,0,1,0,Protein of unknown function (DUF3772)
PF08212,0,1,0,Lipocalin-like domain
PF13670,0,1,0,Peptidase propeptide and YPEB domain
PF09848,0,1,0,"Schlafen group 3, DNA/RNA helicase domain"
PF12643,0,1,0,MazG-like family
PF03524,0,2,0,Conjugal transfer protein
PF03743,0,2,0,Bacterial conjugation TrbI-like protein
PF04335,0,2,0,VirB8 protein
PF02534,0,2,0,Type IV secretory system Conjugative DNA transfer
PF10412,0,3,0,Type IV secretion-system coupling protein DNA-binding domain
PF12696,0,4,0,TraM recognition site of TraD and TraG
PF00376,0,2,0,MerR family regulatory protein
PF09278,0,3,0,"MerR, DNA binding"
PF13411,0,3,0,MerR HTH family regulatory protein
PF00440,0,8,0,"Bacterial regulatory proteins, tetR family"
PF00593,0,9,0,TonB dependent receptor
PF07715,0,9,0,TonB-dependent Receptor Plug Domain
PF20410,0,2,0,Domain of unknown function (DUF6696)
PF01638,0,1,0,HxlR-like helix-turn-helix
PF12462,0,1,0,DNA helicase IV / RNA helicase N terminal
PF02195,0,1,0,ParB/Sulfiredoxin domain
PF08535,0,1,0,KorB domain
PF18821,0,3,0,Large polyvalent protein-associated domain 7
PF04610,0,1,0,TrbL/VirB6 plasmid conjugal transfer protein
PF07996,0,1,0,Type IV secretion system proteins
PF03135,0,1,0,"CagE, TrbE, VirB family, component of type IV transporter system"
PF05101,0,1,0,"Type IV secretory pathway, VirB3-like protein"
PF04956,0,1,0,TrbC/VIRB2 pilin
PF08843,0,1,0,"Nucleotidyl transferase AbiEii toxin, Type IV TA system"
PF11459,0,1,0,"Transcriptional regulator, AbiEi antitoxin, Type IV TA system"
PF01022,0,1,0,"Bacterial regulatory protein, arsR family"
PF12728,0,1,0,Helix-turn-helix domain
PF12840,0,1,0,Helix-turn-helix domain
PF13788,0,1,0,Domain of unknown function (DUF4180)
PF06100,0,1,0,MCRA family
PF01584,0,4,0,CheW-like domain
PF04940,0,1,0,Sensors of blue-light using FAD
PF12833,0,3,0,Helix-turn-helix domain
PF12688,0,1,0,Tetratrico peptide repeat
PF11954,0,1,1,Domain of unknown function (DUF3471)
PF03548,0,1,0,Outer membrane lipoprotein carrier protein LolA
PF11659,0,1,0,Protein of unknown function (DUF3261)
PF19574,0,1,0,Outer membrane lipoprotein carrier protein LolA-like
PF00221,0,1,0,Aromatic amino acid lyase
PF13723,0,1,0,"Beta-ketoacyl synthase, N-terminal domain"
PF02322,0,1,0,Cytochrome bd terminal oxidase subunit II
PF01654,0,1,0,Cytochrome bd terminal oxidase subunit I
PF02687,0,1,0,FtsX-like permease family
PF12704,0,1,0,MacB-like periplasmic core domain
PF01628,0,1,0,HrcA protein C terminal domain
PF03444,0,1,0,"Winged helix-turn-helix transcription repressor, HrcA DNA-binding"
PF01475,0,2,0,Ferric uptake regulator family
PF04355,0,1,0,SmpA / OmlA family
PF01668,0,1,0,SmpB protein
PF03389,0,1,0,MobA/MobL family
PF06412,0,1,0,Conjugal transfer protein TraD
PF08805,0,2,0,PilS N terminal
PF00146,0,1,0,NADH dehydrogenase
PF00499,0,1,0,NADH-ubiquinone/plastoquinone oxidoreductase chain 6
PF00420,0,1,0,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00361,0,1,0,Proton-conducting membrane transporter
PF00662,0,1,0,"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"
PF02576,0,1,0,RimP N-terminal domain
PF08529,0,1,0,NusA N-terminal domain
PF13184,0,1,0,NusA-like KH domain
PF17384,0,1,0,RimP C-terminal SH3 domain
PF02033,0,1,0,Ribosome-binding factor A
PF08364,0,1,0,Bacterial translation initiation factor IF-2 associated region
PF09157,0,1,0,"Pseudouridine synthase II TruB, C-terminal"
PF03726,0,1,0,"Polyribonucleotide nucleotidyltransferase, RNA binding domain"
PF00486,0,2,0,"Transcriptional regulatory protein, C terminal"
PF18029,0,1,0,Glyoxalase-like domain
PF15365,0,1,0,Proline-rich nuclear receptor coactivator motif
PF09900,0,1,0,Predicted membrane protein (DUF2127)
PF14905,0,1,0,Outer membrane protein beta-barrel family
PF02600,0,1,0,Disulfide bond formation protein DsbB
PF03118,0,1,0,"Bacterial RNA polymerase, alpha chain C terminal domain"
PF00861,0,1,0,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
PF17136,0,1,0,Ribosomal proteins 50S L24/mitochondrial 39S L24
PF07730,0,2,0,Histidine kinase
PF09912,0,1,0,Uncharacterized protein conserved in bacteria (DUF2141)
PF00497,0,1,0,"Bacterial extracellular solute-binding proteins, family 3"
PF00768,0,2,0,D-alanyl-D-alanine carboxypeptidase
PF02525,0,2,0,Flavodoxin-like fold
PF06325,0,1,0,Ribosomal protein L11 methyltransferase (PrmA)
PF02954,0,2,0,"Bacterial regulatory protein, Fis family"
PF11906,0,1,0,Protein of unknown function (DUF3426)
PF13596,0,1,0,PAS domain
PF00356,0,2,0,"Bacterial regulatory proteins, lacI family"
PF00532,0,2,0,Periplasmic binding proteins and sugar binding domain of LacI family
PF13377,0,2,0,Periplasmic binding protein-like domain
PF13407,0,2,0,Periplasmic binding protein domain
PF18138,0,1,0,Bacterial HORMA domain family 1
PF18178,0,1,0,TIR- and PNP-associating SLOG family
PF18144,0,1,0,Second Messenger Oligonucleotide or Dinucleotide Synthetase domain
PF13618,0,1,0,Gluconate 2-dehydrogenase subunit 3
PF07831,0,1,0,Pyrimidine nucleoside phosphorylase C-terminal domain
PF00873,0,2,0,AcrB/AcrD/AcrF family
PF02321,0,2,0,Outer membrane efflux protein
PF13437,0,5,0,HlyD family secretion protein
PF16576,0,4,0,Barrel-sandwich domain of CusB or HlyD membrane-fusion
PF04542,0,1,0,Sigma-70 region 2
PF08281,0,3,0,"Sigma-70, region 4"
PF02625,0,1,0,XdhC and CoxI family
PF13478,0,1,0,XdhC Rossmann domain
PF05593,0,1,0,RHS Repeat
PF08751,0,1,0,TrwC relaxase
PF03895,0,1,0,YadA-like membrane anchor domain
PF05662,0,1,0,Coiled stalk of trimeric autotransporter adhesin
PF13539,0,1,0,D-alanyl-D-alanine carboxypeptidase
PF12729,0,2,0,Four helix bundle sensory module for signal transduction
PF18575,0,2,0,HAMP N-terminal domain 3
PF09537,0,2,0,Domain of unknown function (DUF2383)
PF11726,0,1,0,Inovirus Gp2
PF13453,0,1,0,Transcription factor zinc-finger
PF05275,0,1,0,Copper resistance protein B precursor (CopB)
PF13376,0,1,0,"Bacteriocin-protection, YdeI or OmpD-Associated"
PF10503,0,1,1,Esterase PHB depolymerase
PF05901,0,1,0,Excalibur calcium-binding domain
PF08908,0,1,0,Putative oxygenase MesX
PF20327,0,1,0,Family of unknown function (DUF6622)
PF03412,0,1,0,Peptidase C39 family
PF00529,0,1,0,Cation efflux system protein CusB domain 1
PF15731,0,1,0,"Antitoxin component of bacterial toxin-antitoxin system, MqsA"
PF15723,0,1,0,"Motility quorum-sensing regulator, toxin of MqsA"
PF07963,0,1,0,Prokaryotic N-terminal methylation motif
PF08401,0,1,0,N-terminal domain of anti-restriction factor ArdC
PF18818,0,1,0,Zincin-like metallopeptidase
PF04257,0,1,0,"Exodeoxyribonuclease V, gamma subunit"
PF17946,0,1,0,RecC C-terminal domain
PF02405,0,1,0,Permease MlaE
PF02470,0,1,0,MlaD protein
PF04333,0,1,0,MlaA lipoprotein
PF05494,0,1,0,MlaC protein
PF13466,0,2,0,STAS domain
PF02646,0,1,0,RmuC family
PF01810,0,1,0,LysE type translocator
PF01807,0,1,0,CHC2 zinc finger
PF08275,0,1,0,"DNA primase catalytic core, N-terminal domain"
PF10410,0,1,0,DnaB-helicase binding domain of primase
PF13155,0,1,0,Toprim-like
PF13362,0,1,0,Toprim domain
PF13662,0,1,0,Toprim domain
PF06666,0,1,0,Protein of unknown function (DUF1173)
PF12083,0,1,0,Domain of unknown function (DUF3560)
PF07938,0,1,0,Fungal fucose-specific lectin
PF04397,0,1,0,LytTr DNA-binding domain
PF06580,0,1,0,Histidine kinase
PF03783,0,2,0,Curli production assembly/transport component CsgG
PF02926,0,1,1,THUMP domain
PF12815,0,1,0,Spt5 C-terminal nonapeptide repeat binding Spt4
PF02178,0,1,0,AT hook motif
PF08328,0,1,0,Adenylosuccinate lyase C-terminal
PF00392,0,1,0,"Bacterial regulatory proteins, gntR family"
PF01346,0,1,0,Domain amino terminal to FKBP-type peptidyl-prolyl isomerase
PF09831,0,1,0,Uncharacterized protein conserved in bacteria (DUF2058)
PF03825,0,1,0,Nucleoside H+ symporter
PF12832,0,1,0,MFS_1 like family
PF02310,0,1,0,B12 binding domain
PF02607,0,1,0,B12 binding domain
PF02965,0,1,0,"Vitamin B12 dependent methionine synthase, activation domain"
PF06564,0,2,0,Cellulose biosynthesis protein BcsQ
PF11658,0,1,0,Cellulose biosynthesis protein BcsG
PF10995,0,1,0,Cellulose biosynthesis GIL
PF00419,0,2,0,Fimbrial protein
PF00577,0,1,0,Outer membrane usher protein
PF13953,0,1,0,PapC C-terminal domain
PF13954,0,1,0,PapC N-terminal domain
PF00345,0,1,0,"Pili and flagellar-assembly chaperone, PapD N-terminal domain"
PF02753,0,1,0,"Pili assembly chaperone PapD, C-terminal domain"
PF16970,0,1,0,"Type-1 fimbrial protein, A"
PF00263,0,2,0,Bacterial type II and III secretion system protein
PF03958,0,1,0,Bacterial type II/III secretion system short domain
PF02302,0,1,0,"PTS system, Lactose/Cellobiose specific IIB subunit"
PF04966,0,1,0,"Carbohydrate-selective porin, OprB family"
PF18559,0,1,0,Galactose-binding domain-like
PF02040,0,1,0,Arsenical pump membrane protein
PF07158,0,1,0,Dicarboxylate carrier protein MatC N-terminus
PF02559,0,1,0,CarD-like/TRCF domain
PF17757,0,1,0,UvrB interaction domain
PF04378,0,1,0,"Ribosomal RNA large subunit methyltransferase D, RlmJ"
PF06123,0,1,0,Inner membrane protein CreD
PF19269,0,1,0,Anticodon binding domain
PF18922,0,1,0,Protein of unknown function (DUF5672)
PF14532,0,1,0,Sigma-54 interaction domain
PF01963,0,1,0,TraB/PrgY/gumN family
PF05348,0,1,1,Proteasome maturation factor UMP1
PF04214,0,1,0,"Protein of unknown function, DUF"
PF02634,0,1,0,FdhD/NarQ family
PF12852,0,1,0,Cupin
PF17937,0,1,0,"Tetracyclin repressor-like, C-terminal domain"
PF11736,0,1,0,Protein of unknown function (DUF3299)
PF03330,0,1,0,Lytic transglycolase
PF05036,0,1,0,SPOR domain
PF13406,0,1,0,Transglycosylase SLT domain
PF07943,0,1,0,"Penicillin-binding protein 5, C-terminal domain"
PF09982,0,1,0,Uncharacterized protein conserved in bacteria (DUF2219)
PF04359,0,1,0,Protein of unknown function (DUF493)
PF11818,0,1,0,C-terminal domain of tail specific protease (DUF3340)
PF17804,0,1,0,Tail specific protease N-terminal domain
PF10001,0,1,0,Uncharacterized protein conserved in bacteria (DUF2242)
PF04773,0,1,0,FecR protein
PF16220,0,1,0,Domain of unknown function (DUF4880)
PF16930,0,1,0,Putative porin
PF02667,0,1,0,Short chain fatty acid transporter
PF18478,0,1,0,PIN like domain
PF13644,0,1,0,DKNYY family
PF00754,0,1,0,F5/8 type C domain
PF08305,0,1,0,NPCBM/NEW2 domain
PF16338,0,1,0,"Alpha-glucosidase, N-terminal"
PF17137,0,1,0,Domain of unknown function (DUF5110)
PF14025,0,1,0,Protein of unknown function (DUF4241)
PF03544,0,3,0,Gram-negative bacterial TonB protein C-terminal
PF13116,0,1,0,Protein of unknown function
PF13502,0,1,0,AsmA-like C-terminal region
PF10150,0,1,0,Ribonuclease E/G family
PF04402,0,1,1,Protein of unknown function (DUF541)
PF03845,0,1,0,Spore germination protein
PF01128,0,1,0,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PF00401,0,1,0,"ATP synthase, Delta/Epsilon chain, long alpha-helix domain"
PF02823,0,1,1,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain"
PF00430,0,1,0,ATP synthase B/B' CF(0)
PF00119,0,1,0,ATP synthase A chain
PF07683,0,2,1,Cobalamin synthesis protein cobW C-terminal domain
PF08361,0,1,0,"MAATS-type transcriptional repressor, C-terminal region"
PF02355,0,1,0,Protein export membrane protein
PF03176,0,1,0,MMPL family
PF04120,0,1,0,Low affinity iron permease
PF17764,0,1,0,3'DNA-binding domain (3'BD)
PF11304,0,1,0,Protein of unknown function (DUF3106)
PF01343,0,1,0,Peptidase family S49
